,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
862,Renaissance Hotel,0,79,2018,August,31,1,2,5,3,0,0,HB,PRT,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,185.0,1,4
863,Renaissance Hotel,1,130,2018,August,31,1,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,96.3,0,0
864,Renaissance Hotel,0,66,2018,August,31,1,2,6,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,193.13,0,0
865,Renaissance Hotel,1,53,2018,August,31,1,3,6,2,0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,210.78,0,0
866,Renaissance Hotel,1,80,2018,August,31,1,4,6,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,169.0,0,1
867,Renaissance Hotel,1,77,2018,August,31,1,4,6,2,1,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,174.7,0,3
868,Renaissance Hotel,1,57,2018,August,31,1,4,10,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,1,No Deposit,241.0,,0,Transient,135.53,0,0
869,Renaissance Hotel,0,11,2018,August,31,1,4,10,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,104.0,,0,Transient,172.0,0,0
870,Renaissance Hotel,1,25,2018,August,32,2,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,144.0,0,2
871,Renaissance Hotel,1,2,2018,August,32,2,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,162.5,0,1
872,Renaissance Hotel,1,36,2018,August,32,2,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.6,0,2
873,Renaissance Hotel,1,36,2018,August,32,2,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,209.6,0,2
874,Renaissance Hotel,0,115,2018,August,32,2,2,5,3,0,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,5.0,,0,Transient,195.5,1,1
875,Renaissance Hotel,0,95,2018,August,32,2,2,4,2,1,0,HB,PRT,Direct,0,0,0,A,A,4,No Deposit,,,0,Transient,186.0,1,4
876,Renaissance Hotel,0,67,2018,August,32,2,2,4,2,0,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,163.5,0,1
877,Renaissance Hotel,0,60,2018,August,32,2,2,5,2,0,0,HB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,180.28,0,0
878,Renaissance Hotel,0,34,2018,August,32,2,2,5,2,0,0,BB,ESP,Direct,0,0,0,C,C,3,No Deposit,250.0,,0,Transient,174.76,1,1
879,Renaissance Hotel,0,78,2018,August,32,2,4,5,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,171.0,,0,Transient,116.85,0,0
880,Renaissance Hotel,0,93,2018,August,32,2,2,5,2,0,0,FB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient,159.0,0,0
881,Renaissance Hotel,1,327,2018,August,32,2,4,10,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,104.55,0,0
882,Renaissance Hotel,0,21,2018,August,32,3,0,0,2,2,0,BB,PRT,Direct,0,0,0,C,F,0,No Deposit,250.0,,0,Transient,0.0,0,0
883,Renaissance Hotel,0,0,2018,August,32,3,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,241.0,,0,Transient,144.76,0,0
884,Renaissance Hotel,1,47,2018,August,32,3,1,1,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,0
885,Renaissance Hotel,1,81,2018,August,32,3,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Contract,123.0,0,0
886,Renaissance Hotel,1,52,2018,August,32,3,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0
887,Renaissance Hotel,1,13,2018,August,32,3,1,4,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,1,No Deposit,142.0,,0,Contract,220.55,0,0
888,Renaissance Hotel,0,83,2018,August,32,3,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,162.14,0,1
889,Renaissance Hotel,1,131,2018,August,32,3,2,5,2,0,1,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,177.0,,0,Transient,119.7,0,1
890,Renaissance Hotel,0,460,2018,August,32,3,2,5,1,0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,77.54,0,0
891,Renaissance Hotel,1,82,2018,August,32,3,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0
892,Renaissance Hotel,1,61,2018,August,32,3,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0
893,Renaissance Hotel,0,94,2018,August,32,4,0,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,F,0,No Deposit,240.0,,0,Transient,0.0,0,1
894,Renaissance Hotel,0,1,2018,August,32,4,0,0,2,0,0,BB,PRT,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,0.0,0,2
895,Renaissance Hotel,0,0,2018,August,32,4,0,1,2,0,0,BB,PRT,Direct,0,0,0,A,C,0,No Deposit,250.0,,0,Transient,172.0,0,0
896,Renaissance Hotel,1,36,2018,August,32,4,0,3,1,0,0,BB,PRT,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,221.0,0,0
897,Renaissance Hotel,1,61,2018,August,32,4,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0
898,Renaissance Hotel,0,13,2018,August,32,4,0,4,2,0,1,HB,PRT,Direct,0,0,0,C,C,1,No Deposit,,,0,Transient-Party,230.5,0,2
899,Renaissance Hotel,0,13,2018,August,32,4,0,4,2,0,0,HB,PRT,Direct,0,0,0,C,C,1,No Deposit,,,0,Transient-Party,230.5,1,2
900,Renaissance Hotel,1,15,2018,August,32,4,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,1
901,Renaissance Hotel,0,14,2018,August,32,4,0,5,2,0,0,HB,ESP,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,241.0,0,2
902,Renaissance Hotel,1,13,2018,August,32,4,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,1
903,Renaissance Hotel,0,140,2018,August,32,4,2,5,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,1,0
904,Renaissance Hotel,0,6,2018,August,32,4,2,5,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,188.29,0,2
905,Renaissance Hotel,0,140,2018,August,32,4,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,6.0,,0,Transient-Party,90.95,0,0
906,Renaissance Hotel,0,81,2018,August,32,4,2,8,2,0,0,HB,RUS,Direct,0,0,0,D,D,1,No Deposit,250.0,,0,Transient,187.8,0,1
907,Renaissance Hotel,0,1,2018,August,32,5,0,0,3,0,0,BB,PRT,TA/TO,0,0,0,D,I,0,No Deposit,240.0,,0,Transient,0.0,0,2
908,Renaissance Hotel,0,65,2018,August,32,5,0,0,2,0,0,HB,PRT,TA/TO,0,0,0,D,I,0,No Deposit,261.0,,0,Transient,0.0,0,0
909,Renaissance Hotel,1,0,2018,August,32,5,0,1,2,0,0,BB,PRT,Direct,0,0,0,D,F,0,No Deposit,,,0,Transient,172.0,0,1
910,Renaissance Hotel,0,2,2018,August,32,5,0,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,171.9,0,0
911,Renaissance Hotel,0,0,2018,August,32,5,0,1,2,0,0,BB,PRT,Direct,0,0,0,L,F,0,No Deposit,,,0,Transient,200.0,0,0
912,Renaissance Hotel,1,114,2018,August,32,5,0,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,149.4,0,0
913,Renaissance Hotel,1,111,2018,August,32,5,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,154.0,0,1
914,Renaissance Hotel,0,44,2018,August,32,5,0,4,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,148.25,1,0
915,Renaissance Hotel,0,139,2018,August,32,5,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,1
916,Renaissance Hotel,1,57,2018,August,32,5,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,183.0,0,0
917,Renaissance Hotel,1,16,2018,August,32,5,1,4,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,242.6,0,1
918,Renaissance Hotel,0,139,2018,August,32,5,0,4,3,0,0,BB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,172.0,0,2
919,Renaissance Hotel,0,84,2018,August,32,5,2,5,2,0,1,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,168.71,0,3
920,Renaissance Hotel,1,117,2018,August,32,5,2,6,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,166.0,0,0
921,Renaissance Hotel,1,69,2018,August,32,6,0,1,1,0,0,BB,PRT,Direct,0,0,0,A,A,1,No Deposit,146.0,,0,Transient,112.0,0,0
922,Renaissance Hotel,0,2,2018,August,32,6,0,1,2,0,0,BB,FRA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,0
923,Renaissance Hotel,1,118,2018,August,32,6,0,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0
924,Renaissance Hotel,0,129,2018,August,32,6,0,3,2,0,0,BB,PRT,Direct,0,0,0,E,F,0,No Deposit,,,0,Transient-Party,126.0,0,1
925,Renaissance Hotel,0,9,2018,August,32,6,0,3,2,2,0,HB,ESP,TA/TO,0,0,0,G,C,2,No Deposit,240.0,,0,Transient,268.0,1,1
926,Renaissance Hotel,0,52,2018,August,32,6,1,3,2,0,0,BB,PRT,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,173.0,0,0
927,Renaissance Hotel,0,65,2018,August,32,6,2,3,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,1,No Deposit,142.0,,0,Transient,149.2,0,0
928,Renaissance Hotel,0,7,2018,August,32,6,2,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,217.2,1,4
929,Renaissance Hotel,1,28,2018,August,32,6,1,3,3,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,239.3,0,1
930,Renaissance Hotel,0,3,2018,August,32,6,2,4,2,0,0,BB,ROU,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,181.5,0,3
931,Renaissance Hotel,0,87,2018,August,32,6,2,6,2,0,0,BB,RUS,TA/TO,0,0,0,D,D,2,No Deposit,240.0,,0,Transient,154.0,0,2
932,Renaissance Hotel,0,51,2018,August,32,6,2,6,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0
933,Renaissance Hotel,0,136,2018,August,32,6,2,8,3,1,0,BB,IRL,Direct,0,0,0,G,G,1,No Deposit,250.0,,0,Transient,181.9,0,3
934,Renaissance Hotel,0,4,2018,August,32,7,0,0,2,0,0,BB,PRT,TA/TO,0,0,0,E,I,0,No Deposit,240.0,,0,Transient,0.0,0,2
935,Renaissance Hotel,0,1,2018,August,32,7,0,1,2,0,0,BB,PRT,Corporate,0,0,0,A,F,0,No Deposit,,144.0,0,Transient,114.0,0,0
936,Renaissance Hotel,1,49,2018,August,32,7,0,2,2,2,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,267.0,0,0
937,Renaissance Hotel,0,4,2018,August,32,7,0,2,2,1,0,BB,IND,TA/TO,0,0,0,D,D,1,No Deposit,240.0,,0,Transient,226.0,0,4
938,Renaissance Hotel,1,45,2018,August,32,7,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0
939,Renaissance Hotel,0,6,2018,August,32,7,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,211.0,0,1
940,Renaissance Hotel,0,4,2018,August,32,7,0,2,2,0,0,BB,GBR,TA/TO,0,0,0,A,H,0,No Deposit,240.0,,0,Transient,191.0,0,3
941,Renaissance Hotel,1,53,2018,August,32,7,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,173.0,0,0
942,Renaissance Hotel,0,52,2018,August,32,7,1,2,2,0,0,BB,PRT,Direct,0,0,0,E,F,0,No Deposit,250.0,,0,Transient,173.0,0,1
943,Renaissance Hotel,1,4,2018,August,32,7,2,2,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,1,No Deposit,240.0,,0,Transient,277.5,0,2
944,Renaissance Hotel,0,98,2018,August,32,7,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,134.0,0,2
945,Renaissance Hotel,1,46,2018,August,32,7,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,153.0,0,0
946,Renaissance Hotel,1,122,2018,August,32,7,2,2,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,186.0,0,1
947,Renaissance Hotel,0,83,2018,August,32,7,2,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,107.2,0,2
948,Renaissance Hotel,0,16,2018,August,32,7,2,3,2,0,0,BB,IRL,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,221.0,0,2
949,Renaissance Hotel,1,43,2018,August,32,7,2,4,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,202.0,0,0
950,Renaissance Hotel,1,73,2018,August,32,7,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,105.0,,0,Transient,169.0,0,0
951,Renaissance Hotel,0,116,2018,August,32,7,2,5,2,1,1,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,5.0,,0,Transient,133.5,1,2
952,Renaissance Hotel,1,113,2018,August,32,7,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,105.0,,0,Transient-Party,154.38,0,1
953,Renaissance Hotel,1,113,2018,August,32,7,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,105.0,,0,Transient-Party,154.38,0,1
954,Renaissance Hotel,0,51,2018,August,32,7,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,2
955,Renaissance Hotel,0,65,2018,August,32,7,2,7,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,121.39,1,1
956,Renaissance Hotel,0,0,2018,August,32,8,0,1,2,0,0,BB,CHN,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,171.9,1,0
957,Renaissance Hotel,1,87,2018,August,32,8,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,1
958,Renaissance Hotel,1,106,2018,August,32,8,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1
959,Renaissance Hotel,0,5,2018,August,32,8,1,1,2,0,0,BB,CHE,TA/TO,0,0,0,G,H,0,No Deposit,240.0,,0,Transient,250.0,0,1
960,Renaissance Hotel,0,98,2018,August,32,8,1,1,2,0,0,HB,ESP,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,208.0,1,1
961,Renaissance Hotel,1,78,2018,August,32,8,1,1,2,2,0,BB,PRT,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,181.0,0,0
962,Renaissance Hotel,0,4,2018,August,32,8,2,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,3
963,Renaissance Hotel,0,5,2018,August,32,8,2,1,2,0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,157.59,0,1
964,Renaissance Hotel,0,3,2018,August,32,8,2,2,2,0,0,HB,ESP,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,211.75,1,3
965,Renaissance Hotel,0,85,2018,August,32,8,2,2,2,0,0,HB,FRA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,246.0,0,1
966,Renaissance Hotel,1,137,2018,August,32,8,2,2,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,108.54,0,1
967,Renaissance Hotel,1,67,2018,August,32,8,2,4,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,186.0,0,0
968,Renaissance Hotel,1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,1
969,Renaissance Hotel,1,87,2018,August,32,8,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,1
970,Renaissance Hotel,1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,200.71,0,0
971,Renaissance Hotel,0,12,2018,August,32,8,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,,,0,Transient,252.0,1,1
972,Renaissance Hotel,1,60,2018,August,32,8,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,C,C,0,No Deposit,196.0,,0,Transient,135.2,0,0
973,Renaissance Hotel,0,75,2018,August,32,8,2,5,2,2,0,FB,PRT,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,276.43,1,3
974,Renaissance Hotel,1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,228.0,0,0
975,Renaissance Hotel,0,126,2018,August,32,8,2,5,2,0,1,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,261.0,,0,Transient,133.0,1,2
976,Renaissance Hotel,1,54,2018,August,32,8,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,1
977,Renaissance Hotel,1,84,2018,August,32,8,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,2
978,Renaissance Hotel,1,106,2018,August,32,8,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient,119.7,0,1
979,Renaissance Hotel,0,136,2018,August,32,8,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,A,A,0,No Deposit,156.0,,0,Contract,90.95,0,1
980,Renaissance Hotel,0,98,2018,August,32,8,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,127.0,,0,Transient,138.0,0,0
981,Renaissance Hotel,1,91,2018,August,32,8,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1
982,Renaissance Hotel,1,58,2018,August,32,8,2,6,1,0,0,BB,PRT,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,173.0,0,0
983,Renaissance Hotel,0,61,2018,August,32,8,4,9,2,0,0,BB,FRA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,165.69,1,0
984,Renaissance Hotel,0,0,2018,August,33,9,1,0,2,0,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,,,0,Transient,195.0,0,0
985,Renaissance Hotel,0,5,2018,August,33,9,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,A,E,0,No Deposit,306.0,,0,Transient,127.31,0,0
986,Renaissance Hotel,0,2,2018,August,33,9,1,0,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,134.0,0,1
987,Renaissance Hotel,1,9,2018,August,33,9,2,0,2,1,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,207.0,0,2
988,Renaissance Hotel,1,10,2018,August,33,9,2,0,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,211.5,0,1
989,Renaissance Hotel,0,62,2018,August,33,9,2,1,2,0,0,BB,FRA,TA/TO,0,0,0,E,F,1,No Deposit,240.0,,0,Transient,210.33,1,2
990,Renaissance Hotel,0,34,2018,August,33,9,2,2,2,0,0,BB,USA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,211.0,0,1
991,Renaissance Hotel,0,82,2018,August,33,9,2,2,2,0,0,BB,CN,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,0
992,Renaissance Hotel,1,65,2018,August,33,9,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,145.4,0,0
993,Renaissance Hotel,1,129,2018,August,33,9,2,3,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,101.25,0,0
994,Renaissance Hotel,0,55,2018,August,33,9,2,4,2,0,0,HB,MEX,TA/TO,0,0,0,D,D,0,No Deposit,242.0,,0,Transient,179.38,0,0
995,Renaissance Hotel,1,122,2018,August,33,9,2,4,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,166.0,0,2
996,Renaissance Hotel,1,41,2018,August,33,9,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,202.0,0,2
997,Renaissance Hotel,1,41,2018,August,33,9,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,172.0,0,2
998,Renaissance Hotel,0,81,2018,August,33,9,2,4,2,1,1,FB,ESP,Direct,0,0,0,C,C,0,No Deposit,250.0,,0,Transient,277.0,1,1
999,Renaissance Hotel,0,59,2018,August,33,9,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,104.0,0,0
1000,Renaissance Hotel,0,72,2018,August,33,9,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,149.0,,0,Transient,133.0,0,1
1001,Renaissance Hotel,1,68,2018,August,33,9,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,214.0,0,0
1002,Renaissance Hotel,0,81,2018,August,33,9,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,243.0,,0,Transient,130.0,0,0
1003,Renaissance Hotel,1,72,2018,August,33,9,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,0
1004,Renaissance Hotel,0,68,2018,August,33,9,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,106.4,0,0
1005,Renaissance Hotel,1,127,2018,August,33,9,4,10,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,29.0,,0,Transient-Party,133.0,0,1
1006,Renaissance Hotel,1,127,2018,August,33,9,4,10,1,0,0,HB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,29.0,,0,Transient-Party,120.0,0,1
1007,Renaissance Hotel,0,5,2018,August,33,10,0,0,2,0,0,HB,PRT,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,0.0,0,2
1008,Renaissance Hotel,0,68,2018,August,33,10,1,2,2,1,0,HB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,96.0,,0,Transient,254.0,1,1
1009,Renaissance Hotel,1,47,2018,August,33,10,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,192.0,0,1
1010,Renaissance Hotel,0,19,2018,August,33,10,1,2,2,0,0,BB,RUS,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,221.0,0,2
1011,Renaissance Hotel,1,72,2018,August,33,10,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,0
1012,Renaissance Hotel,0,30,2018,August,33,10,1,2,2,0,0,BB,USA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,211.0,0,0
1013,Renaissance Hotel,1,139,2018,August,33,10,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,147.6,0,1
1014,Renaissance Hotel,0,112,2018,August,33,10,1,4,2,0,0,BB,ESP,TA/TO,0,0,0,D,D,0,No Deposit,258.0,,0,Transient,129.0,0,0
1015,Renaissance Hotel,1,63,2018,August,33,10,1,4,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,205.0,0,0
1016,Renaissance Hotel,0,35,2018,August,33,10,1,5,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,147.07,0,1
1017,Renaissance Hotel,1,75,2018,August,33,10,1,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,107.2,0,0
1018,Renaissance Hotel,0,136,2018,August,33,10,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,179.1,1,1
1019,Renaissance Hotel,0,35,2018,August,33,10,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,F,F,0,No Deposit,241.0,,0,Transient,164.65,0,1
1020,Renaissance Hotel,1,63,2018,August,33,10,1,5,2,1,0,BB,PRT,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,200.0,0,1
1021,Renaissance Hotel,1,77,2018,August,33,10,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,0
1022,Renaissance Hotel,0,62,2018,August,33,10,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,233.0,0,0
1023,Renaissance Hotel,1,95,2018,August,33,10,2,5,4,0,0,BB,PRT,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,190.0,0,0
